endate,agcode1,line,branch,idate,edate,pcategory,ptype,vuse,brand,body,model,color,transmission,fuel,prem
5/4/17,ID00195,MC,BTARLA,5/11/17,5/11/18,Comprehensive,Basic,Private,Mazda,Hatchback,2017,Gray,Manual,Gasoline,486.92
5/23/18,ID00195,MC,BTARLA,5/30/18,5/30/19,Comprehensive,Basic,Private,Mazda,Hatchback,2017,Gray,Manual,Gasoline,486.92
6/11/19,ID00195,MC,BTARLA,6/18/19,6/17/20,Comprehensive,Basic,Private,Mazda,Hatchback,2017,Gray,Manual,Gasoline,486.92
6/29/20,ID00195,MC,BTARLA,7/6/20,7/6/21,Comprehensive,Basic,Private,Mazda,Hatchback,2017,Gray,Manual,Gasoline,486.92
7/18/21,ID00195,MC,BTARLA,7/25/21,7/25/22,Comprehensive,Basic,Private,Mazda,Hatchback,2017,Gray,Manual,Gasoline,486.92
7/30/12,ID00196,MC,BTARLA,8/6/12,8/6/13,Comprehensive,Premium,Private,Ford,SUV,2010,Gray,Automatic,Diesel,957.88
8/21/13,ID00196,MC,BTARLA,8/28/13,8/28/14,Comprehensive,Premium,Private,Ford,SUV,2010,Gray,Automatic,Diesel,957.88
9/12/14,ID00196,MC,BTARLA,9/19/14,9/19/15,Comprehensive,Premium,Private,Ford,SUV,2010,Gray,Automatic,Diesel,957.88
10/4/15,ID00196,MC,BTARLA,10/11/15,10/11/16,Comprehensive,Premium,Private,Ford,SUV,2010,Gray,Automatic,Diesel,957.88
1/11/19,ID00197,MC,BTARLA,1/18/19,1/18/20,Comprehensive,Basic,Commercial,Isuzu,Pickup,2017,White,Automatic,Diesel,1211.25
1/29/20,ID00197,MC,BTARLA,2/5/20,2/5/21,Comprehensive,Basic,Commercial,Isuzu,Pickup,2017,White,Automatic,Diesel,1211.25
2/15/21,ID00197,MC,BTARLA,2/22/21,2/24/22,Comprehensive,Basic,Commercial,Isuzu,Pickup,2017,White,Automatic,Diesel,1211.25
6/7/20,ID00198,MC,BTARLA,6/14/20,6/14/21,CTPL,Premium,Private,MG,Sedan,2020,Black,Automatic,Gasoline,447.01
6/23/21,ID00198,MC,BTARLA,6/30/21,6/30/22,CTPL,Premium,Private,MG,Sedan,2020,Black,Automatic,Gasoline,447.01
7/3/19,ID00199,MC,BTARLA,7/10/19,7/10/20,Comprehensive,Premium,Private,Audi,SUV,2017,Silver,Automatic,Diesel,957.88
7/24/20,ID00199,MC,BTARLA,7/31/20,7/31/21,Comprehensive,Premium,Private,Audi,SUV,2017,Silver,Automatic,Diesel,957.88
8/14/21,ID00199,MC,BTARLA,8/21/21,8/21/22,Comprehensive,Premium,Private,Audi,SUV,2017,Silver,Automatic,Diesel,957.88
9/18/12,ID00200,MC,IMECA,9/25/12,9/25/13,Comprehensive,Basic,Private ,Hyundai,MPV,2010,Red,Manual,Gasoline,199.55
10/10/13,ID00200,MC,IMECA,10/17/13,10/17/14,Comprehensive,Basic,Private ,Hyundai,MPV,2010,Red,Manual,Gasoline,199.55
11/1/14,ID00200,MC,IMECA,11/8/14,11/8/15,Comprehensive,Basic,Private ,Hyundai,MPV,2010,Red,Manual,Gasoline,199.55
11/23/15,ID00200,MC,IMECA,11/30/15,11/30/16,Comprehensive,Basic,Private ,Hyundai,MPV,2010,Red,Manual,Gasoline,199.55
11/7/12,ID00201,MC,IMECA,11/14/12,11/14/13,CTPL,Premium,Commercial,Nissan,Van,2012,White,Manual,Diesel,848.75
11/29/13,ID00201,MC,IMECA,12/6/13,12/6/14,CTPL,Premium,Commercial,Nissan,Van,2012,White,Manual,Diesel,848.75
12/21/14,ID00201,MC,IMECA,12/28/14,12/28/15,CTPL,Premium,Commercial,Nissan,Van,2012,White,Manual,Diesel,848.75
1/12/16,ID00201,MC,IMECA,1/19/16,1/19/17,CTPL,Premium,Commercial,Nissan,Van,2012,White,Manual,Diesel,848.75
2/2/17,ID00201,MC,IMECA,2/9/17,2/9/18,CTPL,Premium,Commercial,Nissan,Van,2012,White,Manual,Diesel,848.75
7/22/15,ID00202,MC,IMECA,7/29/15,7/28/16,Comprehensive,Basic,Private,Mitsubishi,MPV,2015,Gray,Automatic,Gasoline,199.55
8/12/16,ID00202,MC,IMECA,8/19/16,8/19/17,Comprehensive,Basic,Private,Mitsubishi,MPV,2015,Gray,Automatic,Gasoline,199.55
9/3/17,ID00202,MC,IMECA,9/10/17,9/11/18,Comprehensive,Basic,Private,Mitsubishi,MPV,2015,Gray,Automatic,Gasoline,199.55
9/25/18,ID00202,MC,IMECA,10/2/18,10/2/19,Comprehensive,Basic,Private,Mitsubishi,MPV,2015,Gray,Automatic,Gasoline,199.55
10/17/19,ID00202,MC,IMECA,10/24/19,10/23/20,Comprehensive,Basic,Private,Mitsubishi,MPV,2015,Gray,Automatic,Gasoline,199.55
4/4/18,ID00203,MC,IMECA,4/11/18,4/11/19,CTPL,Basic,Commercial ,Kia ,Hatchback,2016,Yellow,Automatic,Gasoline,486.92
4/26/19,ID00203,MC,IMECA,5/3/19,5/3/20,CTPL,Basic,Commercial ,Kia ,Hatchback,2016,Yellow,Automatic,Gasoline,486.92
5/17/20,ID00203,MC,IMECA,5/24/20,5/24/21,CTPL,Basic,Commercial ,Kia ,Hatchback,2016,Yellow,Automatic,Gasoline,486.92
6/8/21,ID00203,MC,IMECA,6/15/21,6/15/22,CTPL,Basic,Commercial ,Kia ,Hatchback,2016,Yellow,Automatic,Gasoline,486.92
11/25/19,ID00204,MC,IMECA,12/2/19,12/1/20,Comprehensive,Premium,Private,Mitsubishi,MPV,2017,Black,Manual,Diesel,199.55
12/16/20,ID00204,MC,IMECA,12/23/20,12/24/21,Comprehensive,Premium,Private,Mitsubishi,MPV,2017,Black,Manual,Diesel,199.55
11/26/17,ID00205,MC,IMECA,12/3/17,12/3/18,CTPL,Premium,Commercial,Suzuki,MPV,2017,Yellow,Manual,Diesel,199.55
12/18/18,ID00205,MC,IMECA,12/25/18,12/25/19,CTPL,Premium,Commercial,Suzuki,MPV,2017,Yellow,Manual,Diesel,199.55
1/9/20,ID00205,MC,IMECA,1/16/20,1/16/21,CTPL,Premium,Commercial,Suzuki,MPV,2017,Yellow,Manual,Diesel,199.55
6/14/18,ID00206,MC,BCDO,6/21/18,6/21/19,Comprehensive,Premium,Private,Audi,Sedan,2018,Black,Automatic,Gasoline,447.01
7/6/19,ID00206,MC,BCDO,7/13/19,7/13/20,Comprehensive,Premium,Private,Audi,Sedan,2018,Black,Automatic,Gasoline,447.01
7/27/20,ID00206,MC,BCDO,8/3/20,8/3/21,Comprehensive,Premium,Private,Audi,Sedan,2018,Black,Automatic,Gasoline,447.01
8/18/21,ID00206,MC,BCDO,8/25/21,8/25/22,Comprehensive,Premium,Private,Audi,Sedan,2018,Black,Automatic,Gasoline,447.01
10/10/18,ID00207,MC,BCDO,10/17/18,10/17/19,CTPL,Basic,Commercial,Mitsubishi,MPV,2016,Gray,Manual,Diesel,199.55
11/1/19,ID00207,MC,BCDO,11/8/19,11/8/20,CTPL,Basic,Commercial,Mitsubishi,MPV,2016,Gray,Manual,Diesel,199.55
11/22/20,ID00207,MC,BCDO,11/29/20,11/29/21,CTPL,Basic,Commercial,Mitsubishi,MPV,2016,Gray,Manual,Diesel,199.55
12/14/21,ID00207,MC,BCDO,12/21/21,12/21/22,CTPL,Basic,Commercial,Mitsubishi,MPV,2016,Gray,Manual,Diesel,199.55
6/22/19,ID00208,MC,BCDO,6/29/19,6/29/20,Comprehensive,Premium,Private,Ford,SUV,2018,Blue,Automatic,Diesel,957.88
7/13/20,ID00208,MC,BCDO,7/20/20,7/20/21,Comprehensive,Premium,Private,Ford,SUV,2018,Blue,Automatic,Diesel,957.88
8/8/20,ID00208,MC,BCDO,8/15/20,8/15/21,Comprehensive,Basic,Private,Ford,SUV,2018,Blue,Automatic,Diesel,957.88
8/4/21,ID00208,MC,BCDO,8/11/21,8/11/22,Comprehensive,Premium,Private,Ford,SUV,2018,Blue,Automatic,Diesel,957.88
8/30/21,ID00208,MC,BCDO,9/6/21,9/6/22,Comprehensive,Basic,Private,Ford,SUV,2018,Blue,Automatic,Diesel,957.88
12/14/17,ID00209,MC,BGRN,12/21/17,12/21/18,CTPL,Premium,Private,Mazda,Hatchback,2017,Silver,Automatic,Gasoline,486.92
1/5/19,ID00209,MC,BGRN,1/12/19,1/12/20,CTPL,Premium,Private,Mazda,Hatchback,2017,Silver,Automatic,Gasoline,486.92
1/27/20,ID00209,MC,BGRN,2/3/20,2/3/21,CTPL,Premium,Private,Mazda,Hatchback,2017,Silver,Automatic,Gasoline,486.92
2/17/21,ID00209,MC,BGRN,2/24/21,2/24/22,CTPL,Premium,Private,Mazda,Hatchback,2017,Silver,Automatic,Gasoline,486.92
5/11/19,ID00210,MC,BGRN,5/18/19,5/17/20,CTPL,Basic,Commercial,Chevrolet,Sedan,2018,Red,Manual,Gasoline,447.01
6/1/20,ID00210,MC,BGRN,6/8/20,6/8/21,CTPL,Basic,Commercial,Chevrolet,Sedan,2018,Red,Manual,Gasoline,447.01
6/23/21,ID00210,MC,BGRN,6/30/21,6/30/22,CTPL,Basic,Commercial,Chevrolet,Sedan,2018,Red,Manual,Gasoline,447.01
8/18/19,ID00211,MC,BGRN,8/25/19,8/25/20,Comprehensive,Basic,Private,MG,Sedan,2019,White,Automatic,Gasoline,447.01
9/8/20,ID00211,MC,BGRN,9/15/20,9/15/21,Comprehensive,Basic,Private,MG,Sedan,2019,White,Automatic,Gasoline,447.01
9/30/21,ID00211,MC,BGRN,10/7/21,10/7/22,Comprehensive,Basic,Private,MG,Sedan,2019,White,Automatic,Gasoline,447.01
4/2/15,ID00212,MC,BGRN,4/9/15,4/8/16,Comprehensive,Premium,Commercial,Nissan,Van,2014,Silver,Manual,Diesel,848.75
4/23/16,ID00212,MC,BGRN,4/30/16,4/30/17,Comprehensive,Premium,Commercial,Nissan,Van,2014,Silver,Manual,Diesel,848.75
5/15/17,ID00212,MC,BGRN,5/22/17,5/22/18,Comprehensive,Premium,Commercial,Nissan,Van,2014,Silver,Manual,Diesel,848.75
6/6/18,ID00212,MC,BGRN,6/13/18,6/13/19,Comprehensive,Premium,Commercial,Nissan,Van,2014,Silver,Manual,Diesel,848.75
12/22/12,ID00213,MC,BTARLA,12/29/12,12/29/13,CTPL,Premium,Private,Ford,Hatchback,2011,Black,Automatic,Gasoline,486.92
1/13/14,ID00213,MC,BTARLA,1/20/14,1/20/15,CTPL,Premium,Private,Ford,Hatchback,2011,Black,Automatic,Gasoline,486.92
2/4/15,ID00213,MC,BTARLA,2/11/15,2/11/16,CTPL,Premium,Private,Ford,Hatchback,2011,Black,Automatic,Gasoline,486.92
2/26/16,ID00213,MC,BTARLA,3/4/16,3/5/17,CTPL,Premium,Private,Ford,Hatchback,2011,Black,Automatic,Gasoline,486.92
3/19/17,ID00213,MC,BTARLA,3/26/17,3/26/18,CTPL,Premium,Private,Ford,Hatchback,2011,Black,Automatic,Gasoline,486.92
6/18/18,ID00214,MC,BTARLA,6/25/18,6/25/19,Comprehensive,Basic,Private,MG,Sedan,2018,Gray,Manual,Gasoline,447.01
7/10/19,ID00214,MC,BTARLA,7/17/19,7/17/20,Comprehensive,Basic,Private,MG,Sedan,2018,Gray,Manual,Gasoline,447.01
7/31/20,ID00214,MC,BTARLA,8/7/20,8/7/21,Comprehensive,Basic,Private,MG,Sedan,2018,Gray,Manual,Gasoline,447.01
2/25/13,ID00215,MC,BTARLA,3/5/13,3/5/14,Comprehensive,Premium,Private,Suzuki,MPV,2012,Silver,Automatic,Diesel,199.55
4/2/14,ID00215,MC,BTARLA,4/9/14,5/10/15,Comprehensive,Premium,Private,Suzuki,MPV,2012,Silver,Automatic,Diesel,199.55
10/13/12,ID00216,MC,BTARLA,10/21/12,10/21/13,Comprehensive,Premium,Private,Ford,Pickup,2012,Silver,Automatic,Diesel,1211.25
11/18/13,ID00216,MC,BTARLA,11/25/13,12/26/14,Comprehensive,Premium,Private,Ford,Pickup,2012,Silver,Automatic,Diesel,1211.25
12/26/14,ID00216,MC,BTARLA,1/2/15,2/1/16,Comprehensive,Premium,Private,Ford,Pickup,2012,Silver,Automatic,Diesel,1211.25
11/16/13,ID00217,MC,IMECA,11/23/13,11/23/14,CTPL,Premium,Private,Kia ,Hatchback,2013,White,Manual,Gasoline,486.92
12/8/14,ID00217,MC,IMECA,12/15/14,12/15/15,CTPL,Premium,Private,Kia ,Hatchback,2013,White,Manual,Gasoline,486.92
12/30/15,ID00217,MC,IMECA,1/6/16,1/6/17,CTPL,Premium,Private,Kia ,Hatchback,2013,White,Manual,Gasoline,486.92
1/20/17,ID00217,MC,IMECA,1/27/17,1/27/18,CTPL,Premium,Private,Kia ,Hatchback,2013,White,Manual,Gasoline,486.92
9/10/13,ID00218,MC,IMECA,9/17/13,9/17/14,Comprehensive,Basic,Commercial,Isuzu,Pickup,2011,Black,Automatic,Diesel,1211.25
10/2/14,ID00218,MC,IMECA,10/9/14,10/9/15,Comprehensive,Basic,Commercial,Isuzu,Pickup,2011,Black,Automatic,Diesel,1211.25
10/24/15,ID00218,MC,IMECA,10/31/15,10/31/16,Comprehensive,Basic,Commercial,Isuzu,Pickup,2011,Black,Automatic,Diesel,1211.25
11/14/16,ID00218,MC,IMECA,11/21/16,11/21/17,Comprehensive,Basic,Commercial,Isuzu,Pickup,2011,Black,Automatic,Diesel,1211.25
8/17/17,ID00219,MC,IMECA,8/24/17,8/24/18,Comprehensive,Premium,Private,Toyota,SUV,2017,Silver,Automatic,Diesel,957.88
9/8/18,ID00219,MC,IMECA,9/15/18,9/15/19,Comprehensive,Premium,Private,Toyota,SUV,2017,Silver,Automatic,Diesel,957.88
9/30/19,ID00219,MC,IMECA,10/7/19,10/7/20,Comprehensive,Premium,Private,Toyota,SUV,2017,Silver,Automatic,Diesel,957.88
10/15/19,ID00220,MC,IMECA,10/22/19,10/21/20,Comprehensive,Premium,Private,MG,Sedan,2019,Red,Manual,Gasoline,447.01
11/5/20,ID00220,MC,IMECA,11/12/20,11/12/21,Comprehensive,Premium,Private,MG,Sedan,2019,Red,Manual,Gasoline,447.01
11/27/21,ID00220,MC,IMECA,12/4/21,12/5/22,Comprehensive,Premium,Private,MG,Sedan,2019,Red,Manual,Gasoline,447.01
5/14/13,ID00221,MC,IMECA,5/21/13,5/21/14,CTPL,Premium,Private,Toyota,Sedan,2012,Black,Automatic,Gasoline,447.01
6/5/14,ID00221,MC,IMECA,6/12/14,6/12/15,CTPL,Premium,Private,Toyota,Sedan,2012,Black,Automatic,Gasoline,447.01
6/27/15,ID00221,MC,IMECA,7/4/15,7/4/16,CTPL,Premium,Private,Toyota,Sedan,2012,Black,Automatic,Gasoline,447.01
7/15/19,ID00222,MC,IMECA,7/22/19,7/22/20,CTPL,Basic,Commercial,Kia,MPV,2017,Blue,Automatic,Gasoline,199.55
8/5/20,ID00222,MC,IMECA,8/12/20,8/12/21,CTPL,Basic,Commercial,Kia,MPV,2017,Blue,Automatic,Gasoline,199.55
8/27/21,ID00222,MC,IMECA,9/3/21,9/3/22,CTPL,Basic,Commercial,Kia,MPV,2017,Blue,Automatic,Gasoline,199.55
5/19/20,ID00223,MC,BTARLA,5/26/20,5/26/21,Comprehensive,Premium,Private,Audi,Sedan,2020,Silver,Automatic,Gasoline,447.01
6/10/21,ID00223,MC,BTARLA,6/17/21,6/17/22,Comprehensive,Premium,Private,Audi,Sedan,2020,Silver,Automatic,Gasoline,447.01
7/25/20,ID00224,MC,BTARLA,8/1/20,8/1/21,Comprehensive,Basic,Commercial,Isuzu,Pickup,2019,Black,Manual ,Diesel,1211.25
8/16/21,ID00224,MC,BTARLA,8/23/21,8/23/22,Comprehensive,Basic,Commercial,Isuzu,Pickup,2019,Black,Manual ,Diesel,1211.25
10/23/17,ID00225,MC,IMECA,10/30/17,10/30/18,Comprehensive,Premium,Private,Mitsubishi,MPV,2017,Silver,Automatic,Gasoline,199.55
11/6/18,ID00225,MC,IMECA,11/13/18,11/13/19,Comprehensive,Premium,Private,Mitsubishi,MPV,2017,Silver,Automatic,Gasoline,199.55
11/20/19,ID00225,MC,IMECA,11/27/19,11/27/20,Comprehensive,Premium,Private,Mitsubishi,MPV,2017,Silver,Automatic,Gasoline,199.55
12/3/20,ID00225,MC,IMECA,12/10/20,12/10/21,Comprehensive,Premium,Private,Mitsubishi,MPV,2017,Silver,Automatic,Gasoline,199.55
12/17/21,ID00225,MC,IMECA,12/24/21,12/24/22,Comprehensive,Premium,Private,Mitsubishi,MPV,2017,Silver,Automatic,Gasoline,199.55
9/16/20,ID00226,MC,BCDO,9/23/20,9/23/21,CTPL,Premium,Commercial,Nissan,Van,2017,White,Manual,Diesel,848.75
9/30/21,ID00226,MC,BCDO,10/7/21,10/7/22,CTPL,Premium,Commercial,Nissan,Van,2017,White,Manual,Diesel,848.75
1/17/21,ID00227,MC,BTARLA,1/24/21,1/24/22,CTPL,Premium,Commercial,Nissan,Van,2017,White,Manual,Diesel,848.75
7/6/18,ID00228,MC,BTARLA,7/13/18,7/13/19,Comprehensive,Basic,Private,Audi,MPV,2018,Black,Automatic,Gasoline,199.55
7/20/19,ID00228,MC,BTARLA,7/27/19,7/27/20,Comprehensive,Basic,Private,Audi,MPV,2018,Black,Automatic,Gasoline,199.55
8/2/20,ID00228,MC,BTARLA,8/9/20,8/9/21,Comprehensive,Basic,Private,Audi,MPV,2018,Black,Automatic,Gasoline,199.55
8/16/21,ID00228,MC,BTARLA,8/23/21,8/23/22,Comprehensive,Basic,Private,Audi,MPV,2018,Black,Automatic,Gasoline,199.55
5/21/20,ID00229,MC,BTARLA,5/28/20,5/28/21,CTPL,Basic,Private,Chevrolet,Sedan,2020,Blue,Manual,Gasoline,447.01
6/4/21,ID00229,MC,BTARLA,6/11/21,6/11/22,CTPL,Basic,Private,Chevrolet,Sedan,2020,Blue,Manual,Gasoline,447.01
2/18/17,ID00230,MC,BCDO,2/25/17,2/25/18,Comprehensive,Basic,Private,Suzuki,Hatchback,2014,Yellow,Automatic,Gasoline,486.92
3/4/18,ID00230,MC,BCDO,3/11/18,3/11/19,Comprehensive,Basic,Private,Suzuki,Hatchback,2014,Yellow,Automatic,Gasoline,486.92
3/18/19,ID00230,MC,BCDO,3/25/19,3/24/20,Comprehensive,Basic,Private,Suzuki,Hatchback,2014,Yellow,Automatic,Gasoline,486.92
3/31/20,ID00230,MC,BCDO,4/7/20,4/8/21,Comprehensive,Basic,Private,Suzuki,Hatchback,2014,Yellow,Automatic,Gasoline,486.92
4/14/21,ID00230,MC,BCDO,4/21/21,4/21/22,Comprehensive,Basic,Private,Suzuki,Hatchback,2014,Yellow,Automatic,Gasoline,486.92
11/25/17,ID00231,MC,BTARLA,12/2/17,12/2/18,CTPL,Premium,Private,MG,Sedan,2017,Red,Automatic,Gasoline,447.01
12/9/18,ID00231,MC,BTARLA,12/16/18,12/16/19,CTPL,Premium,Private,MG,Sedan,2017,Red,Automatic,Gasoline,447.01
12/23/19,ID00231,MC,BTARLA,12/30/19,12/30/20,CTPL,Premium,Private,MG,Sedan,2017,Red,Automatic,Gasoline,447.01
1/5/21,ID00232,MC,BTARLA,1/12/21,1/12/22,Comprehensive,Basic,Private,Nissan,Sedan,2016,Black,Manual,Gasoline,447.01
4/16/12,ID00233,MC,IMECA,4/23/12,4/23/13,Comprehensive,Premium,Private,Mazda,Hatchback,2010,White,Automatic,Gasoline,486.92
4/30/13,ID00233,MC,IMECA,5/7/13,5/7/14,Comprehensive,Premium,Private,Mazda,Hatchback,2010,White,Automatic,Gasoline,486.92
5/14/14,ID00233,MC,IMECA,5/21/14,5/21/15,Comprehensive,Premium,Private,Mazda,Hatchback,2010,White,Automatic,Gasoline,486.92
5/28/15,ID00233,MC,IMECA,6/4/15,6/4/16,Comprehensive,Premium,Private,Mazda,Hatchback,2010,White,Automatic,Gasoline,486.92
10/4/17,ID00234,MC,IMECA,10/11/17,10/11/18,CTPL,Premium,Commercial,Toyota,Van,2014,Silver,Manual,Diesel,848.75
10/18/18,ID00234,MC,IMECA,10/25/18,10/25/19,CTPL,Premium,Commercial,Toyota,Van,2014,Silver,Manual,Diesel,848.75
11/1/19,ID00234,MC,IMECA,11/8/19,11/8/20,CTPL,Premium,Commercial,Toyota,Van,2014,Silver,Manual,Diesel,848.75
11/14/20,ID00234,MC,IMECA,11/21/20,11/21/21,CTPL,Premium,Commercial,Toyota,Van,2014,Silver,Manual,Diesel,848.75
11/28/21,ID00234,MC,IMECA,12/5/21,12/5/22,CTPL,Premium,Commercial,Toyota,Van,2014,Silver,Manual,Diesel,848.75
4/25/19,ID00235,MC,HOCOC,5/2/19,5/1/20,Comprehensive,Basic,Private,Audi,Sedan,2017,Silver,Automatic,Gasoline,447.01
5/8/20,ID00235,MC,HOCOC,5/15/20,5/16/21,Comprehensive,Basic,Private,Audi,Sedan,2017,Silver,Automatic,Gasoline,447.01
5/22/21,ID00235,MC,HOCOC,5/29/21,5/29/22,Comprehensive,Basic,Private,Audi,Sedan,2017,Silver,Automatic,Gasoline,447.01
12/12/19,ID00236,MC,HOCOC,12/19/19,12/18/20,Comprehensive,Premium,Private,MG,Sedan,2019,White,Automatic,Gasoline,447.01
12/25/20,ID00236,MC,HOCOC,1/1/21,1/2/22,Comprehensive,Premium,Private,MG,Sedan,2019,White,Automatic,Gasoline,447.01
7/4/16,ID00237,MC,HOCOC,7/11/16,7/11/17,CTPL,Basic,Private,Chevrolet,Sedan,2015,Blue,Manual,Gasoline,447.01
7/18/17,ID00237,MC,HOCOC,7/25/17,7/25/18,CTPL,Basic,Private,Chevrolet,Sedan,2015,Blue,Manual,Gasoline,447.01
8/1/18,ID00237,MC,HOCOC,8/8/18,8/8/19,CTPL,Basic,Private,Chevrolet,Sedan,2015,Blue,Manual,Gasoline,447.01
6/29/20,ID00238,MC,IMECA,7/6/20,7/6/21,Comprehensive,Basic,Commercial,Mitsubishi,SUV,2018,White,Automatic,Diesel,957.88
7/13/21,ID00238,MC,IMECA,7/20/21,7/20/22,Comprehensive,Basic,Commercial,Mitsubishi,SUV,2018,White,Automatic,Diesel,957.88
8/22/20,ID00239,MC,IMECA,8/29/20,8/29/21,Comprehensive,Premium,Private,Kia,MPV,2017,Blue,Automatic,Diesel,199.55
9/5/21,ID00239,MC,IMECA,9/12/21,9/12/22,Comprehensive,Premium,Private,Kia,MPV,2017,Blue,Automatic,Diesel,199.55
4/15/14,ID00240,MC,BCDO,4/22/14,4/22/15,Comprehensive,Basic,Commercial,Nissan,Pickup,2012,White,Manual,Gasoline,1211.25
4/29/15,ID00240,MC,BCDO,5/6/15,5/5/16,Comprehensive,Basic,Commercial,Nissan,Pickup,2012,White,Manual,Gasoline,1211.25
5/12/16,ID00240,MC,BCDO,5/19/16,5/19/17,Comprehensive,Basic,Commercial,Nissan,Pickup,2012,White,Manual,Gasoline,1211.25
3/25/12,ID00241,MC,BTARLA,4/2/12,4/2/13,Comprehensive,Basic,Commercial,Toyota,Sedan,2011,Black,Automatic,Gasoline,447.01
4/30/13,ID00241,MC,BTARLA,5/7/13,6/7/14,Comprehensive,Basic,Commercial,Toyota,Sedan,2011,Black,Automatic,Gasoline,447.01
6/9/14,ID00241,MC,BTARLA,6/14/14,7/14/15,Comprehensive,Basic,Commercial,Toyota,Sedan,2011,Black,Automatic,Gasoline,447.01
7/15/15,ID00241,MC,BTARLA,7/22/15,8/22/16,Comprehensive,Basic,Commercial,Toyota,Sedan,2011,Black,Automatic,Gasoline,447.01
8/21/16,ID00241,MC,BTARLA,8/28/16,8/28/17,CTPL,Basic,Commercial,Toyota,Sedan,2011,Black,Automatic,Gasoline,447.01
9/28/17,ID00241,MC,BTARLA,10/5/17,10/5/18,CTPL,Basic,Commercial,Toyota,Sedan,2011,Black,Automatic,Gasoline,447.01
11/5/18,ID00241,MC,BTARLA,11/12/18,11/12/19,CTPL,Premium,Commercial,Mitsubishi,SUV,2018,Silver,Automatic,Diesel,957.88
12/13/19,ID00241,MC,BTARLA,12/20/19,12/20/20,CTPL,Premium,Commercial,Mitsubishi,SUV,2018,Silver,Automatic,Diesel,957.88
1/19/21,ID00241,MC,BTARLA,1/26/21,2/23/22,CTPL,Premium,Commercial,Mitsubishi,SUV,2018,Silver,Automatic,Diesel,957.88
4/29/16,ID00242,MC,BCDO,5/6/16,5/6/17,CTPL,Basic,Commercial,Honda,Sedan,2016,White,Automatic,Gasoline,447.01
5/19/17,ID00242,MC,BCDO,5/26/17,5/26/18,CTPL,Basic,Commercial,Honda,Sedan,2016,White,Automatic,Gasoline,447.01
6/8/18,ID00242,MC,BCDO,6/15/18,6/15/19,CTPL,Premium,Commercial,Honda,Sedan,2016,White,Automatic,Gasoline,447.01
6/28/19,ID00242,MC,BCDO,7/5/19,7/5/20,CTPL,Premium,Commercial,Honda,Sedan,2016,White,Automatic,Gasoline,447.01
7/17/20,ID00242,MC,BCDO,7/24/20,7/24/21,CTPL,Premium,Commercial,Honda,Sedan,2016,White,Automatic,Gasoline,447.01
8/6/21,ID00242,MC,BCDO,8/13/21,8/13/22,CTPL,Premium,Commercial,Honda,Sedan,2016,White,Automatic,Gasoline,447.01
8/8/13,ID00243,MC,BCDO,8/15/13,8/15/14,Comprehensive,Basic,Commercial,Nissan,Pickup,2011,Black,Manual,Diesel,1211.25
8/22/14,ID00243,MC,BCDO,8/29/14,8/29/15,Comprehensive,Basic,Commercial,Nissan,Pickup,2011,Black,Manual,Diesel,1211.25
9/5/15,ID00243,MC,BCDO,9/12/15,9/12/16,Comprehensive,Basic,Commercial,Nissan,Pickup,2011,Black,Manual,Diesel,1211.25
9/18/16,ID00243,MC,BCDO,9/25/16,9/25/17,Comprehensive,Basic,Commercial,Nissan,Pickup,2011,Black,Manual,Diesel,1211.25
10/2/17,ID00243,MC,BCDO,10/9/17,10/9/18,CTPL,Premium,Commercial,Nissan,Pickup,2011,Black,Manual,Diesel,1211.25
10/16/18,ID00243,MC,BCDO,10/23/18,10/23/19,CTPL,Premium,Commercial,Nissan,Pickup,2011,Black,Manual,Diesel,1211.25
10/30/19,ID00243,MC,BCDO,11/6/19,11/6/20,CTPL,Premium,Commercial,Nissan,Pickup,2011,Black,Manual,Diesel,1211.25
3/1/17,ID00244,MC,BGRN,3/8/17,3/8/18,CTPL,Basic,Commercial,Hyundai,SUV,2015,Silver,Automatic,Gasoline,957.88
4/21/18,ID00244,MC,BGRN,4/28/18,4/28/19,CTPL,Basic,Commercial,Hyundai,SUV,2015,Silver,Automatic,Gasoline,957.88
6/11/19,ID00244,MC,BGRN,6/18/19,6/18/20,CTPL,Basic,Commercial,Hyundai,SUV,2015,Silver,Automatic,Gasoline,957.88
7/31/20,ID00244,MC,BGRN,8/7/20,8/7/21,CTPL,Basic,Commercial,Hyundai,SUV,2015,Silver,Automatic,Gasoline,957.88
8/30/19,ID00245,MC,BGRN,9/6/19,9/6/20,CTPL,Premium,Commercial,Ford,Pickup,2013,Blue,Manual,Diesel,1211.25
9/16/20,ID00245,MC,BGRN,9/22/20,9/22/21,CTPL,Premium,Commercial,Ford,Pickup,2013,Blue,Manual,Diesel,1211.25
10/4/21,ID00245,MC,BGRN,10/9/21,10/9/22,CTPL,Premium,Commercial,Ford,Pickup,2013,Blue,Manual,Diesel,1211.25
6/9/15,ID00246,MC,BGRN,6/16/15,6/16/16,Comprehensive,Premium,Commercial,Kia,Sedan,2015,Yellow,Automatic,Gasoline,447.01
6/26/16,ID00246,MC,BGRN,7/3/16,7/3/17,Comprehensive,Premium,Commercial,Kia,Sedan,2015,Yellow,Automatic,Gasoline,447.01
7/14/17,ID00246,MC,BGRN,7/21/17,7/21/18,Comprehensive,Premium,Commercial,Kia,Sedan,2015,Yellow,Automatic,Gasoline,447.01
