custid,policystartd,policyendd,gender,age,ptype,vclass,vcolor,vmaker,product
ID_53EFAM2,12/20/10,12/19/11,Male,58,1,,,,CarSafe
ID_53F1ZR8,8/15/10,4/27/11,Male,32,1,Saloon,Black,TOYOTA,Car Classic
ID_53F5RK0,10/31/10,10/30/11,NOT STATED,45,1,,,,CarSafe
ID_53GNV5F,4/24/10,4/23/11,Female,34,1,Saloon,Green,Kia,Car Plus
ID_53HK6Y1,3/15/10,3/14/11,Male,50,1,Saloon,,Mitsubishi,CarSafe
ID_53HSMOU,5/31/10,5/30/11,Male,41,1,Saloon,,TOYOTA,CarSafe
ID_53J4K6G,6/21/10,6/20/11,Female,1,1,JEEP,Grey,TOYOTA,Car Classic
ID_53N0FIR,8/14/10,8/13/11,NO GENDER,20,3,JEEP,Black,TOYOTA,Car Classic
ID_53NI6FG,8/19/10,8/18/11,Entity,10,3,Saloon,,TOYOTA,Car Plus
ID_53RPCAT,2/28/10,2/27/11,Female,50,1,Saloon,,Honda,CarSafe
ID_53T7PEG,12/28/10,12/26/11,Male,33,1,,,,CarSafe
ID_53U1WLI,7/25/10,7/24/11,Male,38,1,Saloon,Silver,TOYOTA,Car Classic
ID_548C6G5,10/31/10,10/30/11,Male,38,1,,,,CarSafe
ID_54NCE9P,9/7/10,9/6/11,Female,42,1,Saloon,,Kia,CarSafe
ID_54QKCAP,1/3/10,1/2/11,Female,35,1,Saloon,,Kia,CarSafe
ID_54R6Q4Y,10/8/10,2/24/11,Male,51,4,Saloon,Black,Honda,Customized Motor
ID_54RUHXP,7/4/10,7/3/11,Female,39,1,JEEP,Black,TOYOTA,Car Classic
ID_54TCN5U,12/12/10,12/11/11,Male,40,1,,,,CarSafe
ID_54W4MPS,8/6/10,8/5/11,Male,39,1,Truck,White & Red,Iveco,CVTP
ID_54WC0UF,9/27/10,9/26/11,Male,42,1,JEEP,Black,Land Rover,Car Classic
ID_54XLG9F,4/27/10,4/12/11,Male,67,1,Saloon,,Mercedes,Car Classic
ID_551IJBS,10/15/10,10/14/11,Male,16,1,,,,CarSafe
ID_5540VE2,3/15/10,3/14/11,NOT STATED,40,1,Saloon,,Hyundai,CarSafe
ID_554GKPF,3/21/10,3/20/11,Male,47,1,Saloon,,Hyundai,CarSafe
ID_558GA6B,1/30/10,1/29/11,Male,1,1,Saloon,,TOYOTA,CarSafe
ID_559R0P9,4/4/10,4/3/11,Female,57,1,Saloon,,As Attached,CarSafe
ID_55B1P0I,5/3/10,5/2/11,Joint Gender,40,1,Saloon,,Nissan,CarSafe
ID_55C69R4,5/8/10,2/7/11,Male,43,1,Saloon,Black,Hyundai,Car Classic
ID_55IGESZ,5/24/10,5/23/11,Entity,10,3,Pick Up,As Attached,Ford,CVTP
ID_55T4OKG,6/25/10,6/24/11,Male,41,1,Saloon,,Nissan,CarSafe
ID_560BBCZ,2/26/10,2/25/11,Male,42,1,Saloon,Gold,Lexus,Car Classic
ID_561RQJ7,5/21/10,5/20/11,Male,67,2,JEEP,,Range Rover,Car Classic
ID_56B12YY,3/15/10,3/14/11,Male,41,1,Saloon,Green,TOYOTA,Car Classic
ID_56CON5O,4/15/10,4/14/11,Male,59,1,Saloon,Red,Hyundai,Car Classic
ID_56E1D6K,4/15/10,4/14/11,Joint Gender,38,1,JEEP,Black,ACURA,Car Classic
ID_56HEL1M,6/28/10,6/27/11,Male,48,1,Saloon,Black,TOYOTA,Car Classic
ID_56IDQ8J,8/1/10,7/31/11,Female,56,1,Saloon,,TOYOTA,CarSafe
ID_56ML3TA,3/4/10,3/3/11,Female,46,1,Saloon,Black,TOYOTA,Car Classic
ID_56N4UBL,8/29/10,8/28/11,Male,35,1,,,,Car Classic
ID_56OL5RN,5/14/10,2/27/11,Male,48,1,Saloon,,TOYOTA,Car Classic
ID_56R688K,2/21/10,2/20/11,Female,39,1,JEEP,,Honda,CarSafe
ID_578UGQX,12/11/10,12/10/11,Male,9,1,,,,CarSafe
ID_579QMGQ,6/2/10,6/1/11,Female,30,2,Saloon,,TOYOTA,Car Plus
ID_57C893M,1/24/10,1/23/11,Male,48,1,JEEP,,Range Rover,Customized Motor
ID_57FIXKF,6/14/10,6/13/11,Male,19,1,Saloon,,TOYOTA,CarSafe
ID_57RT6AG,8/1/10,7/31/11,Male,35,1,,,,Car Classic
ID_57RV3O0,11/21/10,11/20/11,Male,32,2,Saloon,,Honda,Car Classic
ID_57RVQJ0,7/9/10,7/8/11,Male,29,1,Saloon,Ash,TOYOTA,Car Plus
ID_57W317T,1/24/10,1/23/11,Male,34,1,Saloon,,TOYOTA,CarSafe
ID_57X3NQ6,8/9/10,8/8/11,Male,41,1,,,,CarSafe
ID_57XF861,4/16/10,4/15/11,Male,66,1,Saloon,,TOYOTA,Customized Motor
ID_587IIAA,9/26/10,1/6/11,Male,39,3,Saloon,,Hyundai,Car Classic
ID_58Q9BF0,12/19/10,12/18/11,Female,60,3,JEEP,Black,TOYOTA,Car Classic
ID_58RFEA5,6/6/10,6/5/11,Female,38,1,Saloon,Silver,TOYOTA,Car Classic
ID_58VNUAQ,8/8/10,8/7/11,Male,52,1,,,,CarSafe
ID_58YDLAD,8/28/10,8/27/11,Male,52,1,,,,CarSafe
ID_59K1RBU,4/4/10,4/3/11,Female,40,1,JEEP,Silver,Mercedes,Car Classic
ID_59OTS1F,8/2/10,8/1/11,Male,34,1,,,,Car Classic
ID_59QAP09,4/18/10,4/17/11,Male,31,1,Saloon,,Mercedes,CarSafe
ID_59R3NK1,3/27/10,3/26/11,Male,31,2,Saloon,Black,Kia,Car Classic
ID_59YE4MS,11/28/10,11/23/11,Male,70,1,Saloon,Red,TOYOTA,Car Classic
ID_5A8827S,9/10/10,9/9/11,NOT STATED,2,1,JEEP,Grey,TOYOTA,Car Classic
ID_5A8BUGA,12/30/10,12/29/11,Female,34,1,,,,Car Classic
ID_5AD420S,8/7/10,8/6/11,NOT STATED,38,1,,,,Car Classic
ID_5AK33I2,9/16/10,9/15/11,Female,29,1,JEEP,,TOYOTA,Car Classic
ID_5AKMPYZ,7/6/10,1/4/11,Male,46,1,Saloon,Black,TOYOTA,Car Classic
ID_5AKS48S,6/21/10,6/20/11,Male,1,1,Saloon,,Hyundai,CarSafe
ID_5AOPUGP,7/24/10,7/23/11,Female,43,1,Saloon,,Hyundai,CarSafe
ID_5ASACV1,5/8/10,5/7/11,Female,31,1,Saloon,,TOYOTA,CarSafe
ID_5ATVCDM,11/20/10,2/21/11,Female,29,1,Saloon,Black,TOYOTA,Car Classic
ID_5AZ1EQH,5/7/10,5/5/11,Male,46,1,Saloon,,Honda,Car Classic
ID_5B129ZH,2/28/10,2/27/11,Male,34,1,Saloon,,Mazda,CarSafe
ID_5BD0VXQ,8/15/10,8/14/11,Male,33,1,,As Attached,Iveco,CVTP
ID_5BGQH8D,2/11/10,2/10/11,Male,30,1,Saloon,,Nissan,CarSafe
ID_5BJ0UY3,9/19/10,9/18/11,Female,70,1,,,,Car Classic
ID_5BXWWNH,10/31/10,10/16/11,Male,35,1,JEEP,Brown,GMC,Car Classic
ID_5C0PEF6,8/3/10,8/2/11,Male,39,1,JEEP,Black,ACURA,Car Classic
ID_5C1WP6J,10/11/10,10/9/11,Male,34,1,,,TOYOTA,Car Classic
ID_5C4615O,8/29/10,8/11/11,Female,32,1,Saloon,,TOYOTA,Car Classic
ID_5C4SVH8,1/11/10,1/10/11,Male,40,1,Saloon,Silver,TOYOTA,Car Plus
ID_5C5FX67,10/31/10,3/1/11,Female,38,3,,,TOYOTA,Car Classic
ID_5CA7QK6,12/20/10,3/22/11,Female,44,1,JEEP,Black,Mercedes,Car Classic
ID_5CBFB4T,12/13/10,12/12/11,Male,54,2,,,,CarSafe
ID_5CMCDZ0,5/15/10,5/14/11,Male,68,1,JEEP,Black,TOYOTA,Car Classic
ID_5CNQFZ6,4/6/10,4/5/11,Female,28,1,Saloon,Red,TOYOTA,Car Classic
ID_5CPEXR9,1/30/10,1/29/11,Male,34,1,Saloon,Silver,Pontiac,Car Classic
ID_5CSMUB8,11/13/10,11/11/11,Male,38,1,,,,CarSafe
ID_5CX4VEW,3/13/10,2/27/11,Female,38,1,JEEP,Blue,Honda,Car Classic
ID_5D169KP,11/20/10,9/17/11,Male,38,1,,,,Car Classic
ID_5D1E2HD,4/30/10,4/29/11,Male,1,1,Saloon,,TOYOTA,CarSafe
ID_5D1KHB1,7/5/10,7/4/11,Male,71,1,Saloon,,Honda,CarSafe
ID_5DA2T0Q,8/6/10,8/5/11,Male,28,1,,,,CarSafe
ID_5DCZUBA,8/29/10,12/31/10,Entity,20,3,,,,Muuve
ID_5DDNJVL,12/23/10,2/21/11,Male,20,4,JEEP,Black,Honda,Customized Motor
ID_5DIV4K7,1/10/10,1/9/11,Male,80,1,Saloon,Silver,TOYOTA,Car Classic
ID_5DJRYMB,1/11/10,1/10/11,Female,26,1,Saloon,Red,TOYOTA,Car Classic
ID_5DTB24B,8/30/10,8/29/11,Male,35,1,Mini Van,Silver,TOYOTA,Car Classic
ID_5DVTXZW,12/18/10,12/17/11,Female,42,1,,,,Car Classic
ID_5DWNU4U,11/19/10,11/18/11,Male,2,1,Saloon,,TOYOTA,CarSafe
ID_5E2S9P0,2/18/10,2/17/11,Male,60,1,Saloon,,TOYOTA,CarSafe
ID_5EBN6LY,9/27/10,9/26/11,Male,52,1,Saloon,,TOYOTA,Car Classic
ID_5EDDW07,1/7/10,1/6/11,Female,50,2,,,TOYOTA,Car Classic
ID_5EF22D4,7/8/10,4/7/11,Male,38,1,Saloon,Black,TOYOTA,Car Classic
ID_5EI6RFC,7/31/10,7/30/11,Male,36,2,Saloon,,Honda,CarSafe
ID_5EK6FH0,7/15/10,7/14/11,NOT STATED,44,1,Saloon,Black,TOYOTA,Car Classic
ID_5ESFRBH,4/29/10,4/28/11,,20,1,,,TOYOTA,Car Classic
ID_5EVPUVK,7/8/10,1/6/11,Female,64,1,Saloon,Grey,TOYOTA,Car Classic
ID_5EWFZ69,4/12/10,4/11/11,Male,41,1,Saloon,,Hyundai,CarSafe
ID_5FB0YN5,11/19/10,11/18/11,Male,35,1,,,,CarSafe
ID_5FCYV5S,5/9/10,5/7/11,Male,41,1,JEEP,,Nissan,CarSafe
ID_5FFERIM,1/22/10,1/21/11,Female,57,2,JEEP,Green,Hyundai,Car Plus
ID_5FOM571,2/11/10,2/10/11,Male,40,1,Saloon,,Hyundai,CarSafe
ID_5FR1NAP,2/7/10,2/6/11,Male,50,1,Saloon,,TOYOTA,CarSafe
ID_5FV8WS2,8/14/10,8/12/11,Male,38,1,,,,CarSafe
ID_5G0JLDW,11/1/10,10/31/11,Female,42,1,Saloon,Red,TOYOTA,Car Classic
ID_5GAFH4O,12/16/10,7/2/11,Male,32,1,,,,Car Classic
ID_5GFBJUA,5/6/10,5/5/11,Male,50,1,Saloon,,TOYOTA,CarSafe
ID_5GHYAQR,9/16/10,9/15/11,Female,45,1,,Silver,Lexus,Customized Motor
ID_5GMNMD7,2/20/10,2/19/11,Male,41,1,Saloon,Grey,TOYOTA,Car Classic
ID_5GNQB7R,5/6/10,5/5/11,Female,42,1,Saloon,Black,Kia,Customized Motor
ID_5GOCJVB,1/9/10,1/8/11,Female,55,1,Saloon,,TOYOTA,CarSafe
ID_5GR3EL2,8/30/10,8/29/11,Female,2,1,Saloon,,TOYOTA,CarSafe
ID_5GX79Z9,7/1/10,6/30/11,Female,31,1,JEEP,Blue,TOYOTA,Car Classic
ID_5GXU1GZ,4/6/10,4/5/11,Male,40,1,,,Nissan,CarSafe
ID_5H2RR6Y,6/22/10,6/20/11,Male,62,1,JEEP,,BMW,CarSafe
ID_5H4YKR6,4/15/10,4/14/11,Male,73,1,JEEP,Black,TOYOTA,Car Classic
ID_5H6MECP,12/31/10,12/30/11,Female,48,1,,,,CarSafe
ID_5HC5EHH,5/31/10,5/30/11,Female,33,1,Saloon,Red,TOYOTA,Car Classic
ID_5HCU70M,1/3/10,1/2/11,Male,34,1,Saloon,Grey,TOYOTA,Car Classic
ID_5HIM4SL,2/7/10,2/6/11,Male,38,1,Saloon,As Attached,TOYOTA,Car Classic
ID_5HJYXYY,12/26/10,6/24/11,Female,28,1,,,,Car Classic
ID_5HQADIR,7/4/10,7/3/11,Male,34,2,Saloon,As Attached,TOYOTA,Car Classic
ID_5HR3V60,8/22/10,8/21/11,Male,35,1,Saloon,Ash,TOYOTA,Car Classic
ID_5HULS89,5/14/10,5/13/11,Female,1,1,Saloon,,Honda,CarSafe
ID_5HZ30NN,2/19/10,2/18/11,Male,33,1,Saloon,,Lexus,CarSafe
ID_5HZ90WN,3/12/10,3/11/11,Male,43,1,Saloon,Grey,Honda,Car Classic
ID_5HZXZ2K,9/23/10,3/23/11,Male,49,1,,,,Car Classic
ID_5I0YJJ8,10/4/10,10/3/11,Male,40,1,,,,Car Classic
ID_5I7QF0L,5/31/10,5/30/11,Male,40,1,Saloon,,TOYOTA,CarSafe
ID_5ID1ZY8,5/4/10,4/13/11,Female,36,1,Saloon,Red,TOYOTA,Car Classic
ID_5IJV66K,9/13/10,9/12/11,Female,35,1,,,,CarSafe
ID_5ILFNUE,5/8/10,5/7/11,Female,34,1,Saloon,Black,Honda,Car Classic
ID_5ISZ3QV,1/4/10,1/3/11,Male,40,1,Saloon,,TOYOTA,CarSafe
ID_5IT4Q8S,4/5/10,4/4/11,Male,40,1,Saloon,,Mazda,CarSafe
ID_5IVQZP1,1/16/10,1/15/11,Male,44,1,,,TOYOTA,Car Classic
ID_5J08H9H,12/30/10,12/29/11,Female,50,1,,,,CarSafe
ID_5JH2RXZ,12/3/10,7/22/11,Female,44,1,JEEP,Black,Mercedes,Car Classic
ID_5JM1NJ4,9/9/10,9/8/11,Male,37,1,Saloon,,TOYOTA,Car Classic
ID_5JM6ORT,11/2/10,10/31/11,Male,36,1,,,,CarFlex
ID_5JMIOFT,1/18/10,1/17/11,Male,46,1,JEEP,Green,Kia,Car Classic
ID_5JQEXIU,4/30/10,4/29/11,Male,35,1,Saloon,Gold,Lexus,Car Classic
ID_5JUKV8L,1/29/10,1/28/11,Female,42,1,Saloon,Brown,Kia,Car Classic
ID_5K2NT8S,10/4/10,1/4/11,SEX,33,1,,,,Car Classic
ID_5K9PFZT,11/21/10,11/20/11,Male,72,1,Saloon,Black,Honda,Car Classic
ID_5KG4XDO,10/22/10,10/21/11,Male,38,1,,,,CarSafe
ID_5KHROV2,9/23/10,9/21/11,Male,50,1,,,,CarSafe
ID_5KNNHJ8,6/6/10,6/5/11,Male,34,1,Saloon,Silver,TOYOTA,Car Classic
ID_5KR37UE,1/16/10,1/15/11,Female,59,1,Saloon,,TOYOTA,CarSafe
ID_5KSMK8H,4/4/10,4/3/11,Male,32,1,Saloon,Grey,TOYOTA,Car Classic
ID_5KT56U5,3/21/10,3/3/11,Female,36,1,Saloon,Silver,TOYOTA,Car Classic
ID_5L0VRZ5,6/13/10,6/12/11,Male,35,1,Saloon,Black,TOYOTA,Car Classic
ID_5L8WVTT,5/31/10,5/30/11,Male,35,1,Saloon,Grey,TOYOTA,Car Classic
ID_5LBPD6P,5/25/10,5/24/11,Male,30,1,Saloon,Wine,Honda,Car Classic
ID_5LCI5L5,7/9/10,7/8/11,Female,38,1,Saloon,,TOYOTA,CarSafe
ID_5LCTZZE,10/26/10,10/25/11,Female,36,1,,,,Car Classic
ID_5LL04MN,7/2/10,7/1/11,Male,40,1,JEEP,Grey,Lexus,Car Classic
ID_5LLYCT2,2/11/10,2/10/11,Male,57,2,JEEP,,TOYOTA,Car Plus
ID_5LUIPYW,6/1/10,5/31/11,Male,31,1,Saloon,Blue,TOYOTA,Car Classic
ID_5LUPQNL,3/25/10,3/24/11,Male,51,1,Saloon,,Mercedes,CarSafe
ID_5LWE5EL,11/22/10,11/21/11,Male,65,1,JEEP,Black,Hyundai,Car Classic
ID_5M0NAGU,5/28/10,5/27/11,Male,46,1,Saloon,,Honda,CarSafe
ID_5M45PHC,9/28/10,9/27/11,Female,44,1,Saloon,Black,TOYOTA,Car Classic
ID_5M55Z1N,8/14/10,8/13/11,Male,41,1,,,,CarSafe
ID_5M6JIT8,9/27/10,3/26/11,Male,40,2,,,,Customized Motor
ID_5M9TN0T,7/2/10,7/1/11,Male,28,1,Saloon,,TOYOTA,CarSafe
ID_5MBH1YR,7/2/10,7/1/11,Female,34,2,JEEP,Blue,TOYOTA,Car Classic
ID_5MMWRSY,1/31/10,1/30/11,Male,43,3,JEEP,Black,TOYOTA,Customized Motor
ID_5MZ9O0R,1/18/10,1/17/11,Male,51,1,,Blue,TOYOTA,Car Classic
ID_5N7ZNJH,7/19/10,7/18/11,NOT STATED,60,1,Saloon,Black,Audi,Customized Motor
ID_5NAUUJW,3/13/10,3/12/11,Male,41,2,JEEP,Silver,Lexus,Car Classic
ID_5NBOOZY,4/16/10,4/15/11,Male,35,1,Saloon,,Honda,CarSafe
ID_5NC4XDI,8/16/10,8/15/11,Male,61,1,Saloon,,Honda,CarSafe
ID_5NF93W8,5/10/10,5/9/11,Male,52,1,Saloon,,TOYOTA,CarSafe
ID_5NG87RW,1/17/10,1/16/11,Female,1,1,Saloon,,TOYOTA,CarSafe
ID_5NGZF0J,3/7/10,3/6/11,Female,38,1,Saloon,,Volkswagen,CarSafe
ID_5NTG1KS,10/29/10,10/28/11,Male,27,1,Saloon,Black,TOYOTA,Car Classic
ID_5OFE7QA,12/13/10,12/12/11,Female,40,1,JEEP,,Honda,CarSafe
ID_5OFTBUD,6/24/10,6/23/11,Male,34,1,Saloon,Silver,TOYOTA,Car Classic
ID_5OW09PF,11/6/10,8/6/11,Male,52,3,,As Attached,Audi,Car Classic
ID_5OX5AHW,2/18/10,2/17/11,Female,55,1,JEEP,Grey,Lexus,Car Classic
ID_5P1R5NQ,12/20/10,12/19/11,Female,46,1,,,,CarSafe
ID_5P5JK6I,1/2/10,1/1/11,Female,1,1,Saloon,,Hyundai,CarSafe
ID_5P92XZI,5/21/10,5/20/11,Female,63,2,,As Attached,Ford,Car Classic
ID_5PBNDWT,9/6/10,9/5/11,Male,50,1,Saloon,,TOYOTA,CarSafe
ID_5PIOQVZ,2/8/10,2/7/11,Male,50,1,Saloon,,TOYOTA,CarSafe
ID_5PJUZGE,11/8/10,2/6/11,Male,36,1,JEEP,White,TOYOTA,Car Classic
ID_5PK7YVR,1/9/10,1/8/11,Female,54,2,,,Range Rover,Car Classic
ID_5PMJ4JA,4/5/10,4/4/11,Female,46,1,Saloon,,TOYOTA,Car Classic
ID_5PX2I5E,2/6/10,2/5/11,Female,57,1,Saloon,,TOYOTA,Car Classic
ID_5PXYWOK,1/31/10,1/30/11,Female,69,3,,Black,Honda,Customized Motor
ID_5PYUYA6,2/7/10,2/6/11,Male,1,1,Saloon,,TOYOTA,CarSafe
ID_5Q5YZJ5,3/5/10,3/3/11,Male,36,1,Saloon,,TOYOTA,Car Classic
ID_5Q9SALE,1/30/10,1/29/11,Male,50,1,Saloon,As Attached,Honda,CarSafe
ID_5QA6WXK,1/10/10,1/9/11,Male,63,1,JEEP,,TOYOTA,Car Classic
ID_5QCITWQ,1/25/10,1/24/11,Male,82,1,Saloon,,TOYOTA,CarSafe
ID_5QKH3BY,12/18/10,12/18/11,Male,54,1,JEEP,,Lexus,Car Classic
ID_5QMSHKM,3/18/10,3/17/11,Female,29,1,Saloon,Silver,TOYOTA,Car Classic
ID_5QMY19C,8/5/10,8/4/11,Male,50,1,JEEP,Grey,TOYOTA,Car Classic
ID_5QOS8QE,11/11/10,11/10/11,Male,52,1,JEEP,,Lexus,CarSafe
ID_5QTYVGA,2/22/10,2/21/11,Female,24,1,Saloon,,Peugeot,Car Classic
ID_5QW5K9N,5/6/10,4/8/11,Male,34,2,Saloon,,Honda,Car Classic
ID_5R1RLY9,4/16/10,4/15/11,Male,33,1,Saloon,,TOYOTA,CarSafe
ID_5R78XBZ,2/9/10,2/8/11,Male,63,1,JEEP,Black,TOYOTA,Car Classic
ID_5RC828L,3/6/10,3/4/11,Female,45,1,JEEP,Silver,TOYOTA,Car Classic
ID_5RE5ZGN,7/19/10,7/18/11,Male,43,2,JEEP,Blue,TOYOTA,Car Classic
ID_5RL2QII,4/4/10,4/3/11,Male,55,1,Saloon,Black,Hyundai,Car Classic
ID_5RM6LIQ,9/25/10,9/24/11,Male,24,1,Saloon,Black,TOYOTA,Car Plus
ID_5RMID9Y,11/20/10,5/5/11,Female,54,1,,,,Car Classic
ID_5S2PS49,8/20/10,8/19/11,,56,1,,,,Car Classic
ID_5S49J44,11/20/10,11/19/11,Male,32,1,,,,CarSafe
ID_5S4H5DO,11/15/10,11/14/11,NOT STATED,21,1,Saloon,,Lexus,CarSafe
ID_5S6ED9B,7/12/10,7/11/11,Male,35,1,JEEP,Light Green,Lexus,Car Classic
ID_5SBOJX6,7/29/10,7/25/11,Male,39,1,Saloon,Gold,TOYOTA,Car Classic
ID_5SCSAXU,3/12/10,3/11/11,Male,45,1,Saloon,,TOYOTA,CarSafe
ID_5SIYCO5,3/6/10,3/4/11,Male,12,2,,,Hyundai,Customized Motor
ID_5SNLSV6,4/3/10,4/2/11,Female,69,1,Saloon,As Attached,TOYOTA,Car Classic
ID_5SP3FT1,6/12/10,6/11/11,Male,46,2,JEEP,Silver,Honda,Car Classic
ID_5STOZBX,12/21/10,12/20/11,Male,50,1,Saloon,,Kia,CarSafe
ID_5SXA1I4,11/6/10,3/4/11,Male,12,2,JEEP,Black,Lexus,Customized Motor
ID_5SY9RQJ,2/19/10,2/18/11,Male,58,1,Saloon,,TOYOTA,CarSafe
ID_5T061ZW,12/26/10,12/24/11,Male,39,1,,,,CarSafe
ID_5T12HFA,10/3/10,10/1/11,Male,41,1,,,,CarSafe
ID_5T5V4UV,6/27/10,6/26/11,Female,30,1,JEEP,Black,TOYOTA,Car Classic
ID_5TDHE1W,11/19/10,5/21/11,Male,44,2,,,,Car Classic
ID_5TFMWEY,3/20/10,3/19/11,Male,40,1,Saloon,,TOYOTA,CarSafe
ID_5TPZM23,6/27/10,6/26/11,,22,1,,As Attached,TOYOTA,Car Classic
ID_5TWYRVJ,12/13/10,12/12/11,Male,50,1,,,,CarSafe
ID_5U94229,1/4/10,1/3/11,Male,41,1,Saloon,Silver,TOYOTA,Car Classic
ID_5UEC91R,1/23/10,1/22/11,Female,46,2,Saloon,Grey,TOYOTA,Car Classic
ID_5UHIWG7,8/26/10,8/25/11,Male,50,2,,,,Car Classic
ID_5UOIVTT,3/8/10,3/7/11,Male,53,1,Saloon,,TOYOTA,CarSafe
ID_5US03NE,12/12/10,12/11/11,Female,45,1,,,,CarSafe
ID_5USOR8N,5/28/10,5/27/11,Female,39,1,Bus,Dark Gray,TOYOTA,Car Classic
ID_5UWNAJ9,6/13/10,6/12/11,Male,44,2,Saloon,Black,TOYOTA,Car Classic
ID_5V5ANSE,5/10/10,5/9/11,Male,37,1,Saloon,Silver,TOYOTA,Car Classic
ID_5V8ZB4D,9/25/10,9/24/11,Female,39,1,JEEP,Grey,Hyundai,Car Classic
ID_5VAPLV0,7/9/10,7/8/11,Female,52,2,JEEP,,TOYOTA,Car Classic
ID_5VASDCH,10/15/10,10/9/11,Female,31,2,JEEP,Black,Honda,Car Plus
ID_5VBLFPG,4/6/10,4/5/11,Female,50,1,Saloon,,TOYOTA,CarSafe
ID_5VGO1HB,1/24/10,1/23/11,Female,64,2,JEEP,,BMW,Car Plus
ID_5VJI1G9,10/17/10,10/16/11,Male,30,1,Saloon,,Mercedes,Car Classic
ID_5VNXACZ,5/16/10,5/15/11,Male,65,1,JEEP,B.Silver,TOYOTA,Car Plus
ID_5VO971Y,10/30/10,10/29/11,Female,36,2,Saloon,Black,Kia,Car Classic
ID_5VPN8WK,1/30/10,1/29/11,Male,41,2,Saloon,Silver,Lexus,Car Classic
ID_5W5RJ44,1/29/10,1/28/11,Male,56,1,Bus,,TOYOTA,CVTP
ID_5W6OLBL,8/7/10,8/6/11,Male,52,3,Bus,,TOYOTA,CVTP
ID_5WC8SJD,9/28/10,9/27/11,Entity,20,1,Saloon,Grey,Skoda,Car Classic
ID_5WK599N,4/18/10,4/17/11,Male,36,1,Saloon,,Lexus,CarSafe
ID_5WKAA5O,9/4/10,9/2/11,Male,20,1,,Black,Range Rover,Car Classic
ID_5WWQMWL,12/30/10,12/29/11,Female,30,1,,,,Car Classic
ID_5X0ECIE,2/12/10,2/11/11,Male,40,1,Saloon,Blue,TOYOTA,Car Classic
ID_5X26HPT,2/26/10,2/25/11,Male,76,1,Saloon,,Nissan,Car Classic
ID_5X7FSVY,12/17/10,12/16/11,Female,40,2,,,,Car Classic
ID_5X93TAP,2/21/10,2/21/11,Female,40,1,Saloon,Grey,Honda,Car Classic
ID_5X991I0,10/29/10,10/28/11,NOT STATED,20,1,Saloon,,Ford,CarSafe
ID_5XJRJXN,2/7/10,2/6/11,Female,44,1,Saloon,,TOYOTA,Car Classic
ID_5XKJE29,4/30/10,4/29/11,Male,1,1,Saloon,,Mazda,CarSafe
ID_5XKX2YT,12/23/10,3/22/11,Male,19,2,,,,Car Plus
ID_5XL8KFQ,4/18/10,4/17/11,Male,42,1,Saloon,,Hyundai,CarSafe
ID_5XM8MNN,1/31/10,1/25/11,Female,33,1,Saloon,Blue,TOYOTA,Car Classic
ID_5XNK07U,2/28/10,2/21/11,Male,41,2,Saloon,Black,Honda,Car Classic
ID_5XX9ATR,3/12/10,3/11/11,Male,12,4,Truck,White,Mitsubishi,CVTP
ID_5Y04DY7,3/10/10,3/8/11,Female,6,1,Saloon,Black,TOYOTA,Car Classic
ID_5Y32UE9,4/12/10,4/11/11,Male,43,2,Saloon,,TOYOTA,Car Classic
ID_5Y80ZOG,4/17/10,4/16/11,Male,49,2,Saloon,White,TOYOTA,Car Classic
ID_5YACX12,7/2/10,7/1/11,Female,40,2,JEEP,Black,Ford,Car Plus
ID_5YB0N5I,5/1/10,4/30/11,Male,35,1,Saloon,,TOYOTA,CarSafe
ID_5YBKMVE,3/14/10,3/13/11,Female,53,1,Saloon,Black,Honda,Car Classic
ID_5YCRBD7,10/28/10,10/27/11,Male,30,1,,,,CarSafe
ID_5YHCDJI,2/19/10,2/18/11,Female,28,2,Saloon,,Hyundai,Car Plus
ID_5YJB5IU,9/5/10,6/30/11,Male,37,2,JEEP,Black,Honda,Car Classic
ID_5YL1T0P,10/31/10,10/30/11,Male,31,1,,,Honda,Car Classic
ID_5YN6IFL,11/9/10,12/31/10,,38,2,JEEP,,TOYOTA,Customized Motor
ID_5YNZM8F,9/26/10,9/25/11,Male,40,3,,,Mercedes,Car Classic
ID_5YP60FC,7/12/10,7/11/11,NOT STATED,36,1,Saloon,,TOYOTA,CarSafe
ID_5Z1HGJO,5/8/10,5/7/11,Male,50,1,Saloon,,TOYOTA,CarFlex
ID_5Z4V0BW,8/29/10,8/28/11,Female,49,1,,,,CarSafe
ID_5Z6QGXY,5/21/10,5/20/11,Female,55,1,JEEP,Black,ACURA,Car Classic
ID_5ZAHKF1,7/30/10,7/29/11,Joint Gender,38,1,Saloon,,TOYOTA,Car Classic
ID_5ZI6273,12/17/10,12/16/11,Female,49,1,Saloon,,Skoda,CarSafe
ID_5ZKLDSN,4/10/10,4/9/11,Male,33,1,Saloon,,TOYOTA,CarSafe
ID_5ZLPV5I,11/20/10,10/28/11,Male,41,1,,,,Car Classic
ID_5ZTV1BU,8/30/10,8/29/11,Male,65,1,,,Kia,Car Classic
ID_5ZU1S46,7/2/10,12/31/10,Male,54,1,JEEP,Black,Nissan,Customized Motor
ID_5ZVG9KT,3/7/10,3/6/11,Male,40,2,JEEP,Black,TOYOTA,Car Classic
ID_5ZXYME5,1/9/10,1/8/11,Male,36,1,Saloon,Brown,TOYOTA,Car Classic
